"Time_h","P_mm_h","Pe_mm_h","Q_total_m3s","Q_base_m3s","Q_direct_m3s","Q_SCS_UH_m3s","Q_Clark_UH_m3s","Q_GIUH_m3s"
5.28,4.24652,0.01438,0.24104,0.19216,0.04888,0.02139,0.00014,0.00012
5.285,4.21819,0.01428,0.24138,0.19243,0.04895,0.02147,0.00014,0.00012
5.29,4.18986,0.01419,0.24172,0.19271,0.04901,0.02155,0.00014,0.00013
5.295,4.16153,0.0141,0.24206,0.19298,0.04908,0.02162,0.00014,0.00013
5.3,4.1332,0.014,0.2424,0.19325,0.04915,0.0217,0.00014,0.00013
5.305,4.10487,0.01391,0.24274,0.19352,0.04922,0.02178,0.00014,0.00013
5.31,4.07654,0.01382,0.24308,0.19379,0.04929,0.02185,0.00015,0.00013
5.315,4.04821,0.01372,0.24342,0.19407,0.04935,0.02193,0.00015,0.00013
5.32,4.01988,0.01363,0.24376,0.19434,0.04942,0.02201,0.00015,0.00014
5.325,3.99155,0.01354,0.2441,0.19461,0.04949,0.02208,0.00015,0.00014
5.33,3.96322,0.01344,0.24444,0.19488,0.04956,0.02216,0.00015,0.00014
5.335,3.93489,0.01335,0.24478,0.19515,0.04963,0.02224,0.00015,0.00014
5.34,3.90656,0.01326,0.24512,0.19543,0.04969,0.02231,0.00015,0.00014
5.345,3.87823,0.01316,0.24546,0.1957,0.04976,0.02239,0.00015,0.00014
5.35,3.8499,0.01307,0.2458,0.19597,0.04983,0.02247,0.00015,0.00015
5.355,3.82157,0.01297,0.24614,0.19624,0.0499,0.02254,0.00015,0.00015
5.36,3.79324,0.01288,0.24648,0.19651,0.04997,0.02262,0.00015,0.00015
5.365,3.76491,0.01279,0.24682,0.19679,0.05003,0.0227,0.00015,0.00015
5.37,3.73658,0.01269,0.24716,0.19706,0.0501,0.02277,0.00015,0.00015
5.375,3.70825,0.0126,0.2475,0.19733,0.05017,0.02285,0.00015,0.00016
5.38,3.67992,0.0125,0.24784,0.1976,0.05024,0.02293,0.00015,0.00016
5.385,3.65159,0.01241,0.24818,0.19787,0.05031,0.02301,0.00015,0.00016
5.39,3.62326,0.01232,0.24852,0.19815,0.05037,0.02308,0.00015,0.00016
5.395,3.59493,0.01222,0.24886,0.19842,0.05044,0.02316,0.00015,0.00016
5.4,3.5666,0.01213,0.2492,0.19869,0.05051,0.02324,0.00015,0.00016
5.405,3.53827,0.01203,0.24954,0.19896,0.05058,0.02332,0.00015,0.00017
5.41,3.50994,0.01194,0.24988,0.19923,0.05065,0.02339,0.00015,0.00017
5.415,3.48161,0.01185,0.25022,0.19951,0.05071,0.02347,0.00015,0.00017
5.42,3.45328,0.01175,0.25056,0.19978,0.05078,0.02355,0.00015,0.00017
5.425,3.42495,0.01166,0.2509,0.20005,0.05085,0.02363,0.00015,0.00017
5.43,3.39662,0.01156,0.25124,0.20032,0.05092,0.0237,0.00015,0.00018
5.435,3.36829,0.01147,0.25158,0.20059,0.05099,0.02378,0.00015,0.00018
5.44,3.33996,0.01137,0.25192,0.20087,0.05105,0.02386,0.00015,0.00018
5.445,3.31163,0.01128,0.25226,0.20114,0.05112,0.02394,0.00015,0.00018
5.45,3.2833,0.01118,0.2526,0.20141,0.05119,0.02402,0.00015,0.00019
5.455,3.25497,0.01109,0.25294,0.20168,0.05126,0.02409,0.00015,0.00019
5.46,3.22664,0.01099,0.25328,0.20195,0.05133,0.02417,0.00015,0.00019
5.465,3.19831,0.0109,0.25362,0.20223,0.05139,0.02425,0.00016,0.00019
5.47,3.16998,0.0108,0.25396,0.2025,0.05146,0.02433,0.00016,0.00019
5.475,3.14165,0.01071,0.2543,0.20277,0.05153,0.02441,0.00016,2e-04
5.48,3.11332,0.01061,0.25464,0.20304,0.0516,0.02448,0.00016,2e-04
5.485,3.08499,0.01052,0.25498,0.20331,0.05167,0.02456,0.00016,2e-04
5.49,3.05666,0.01042,0.25532,0.20359,0.05173,0.02464,0.00016,2e-04
5.495,3.02833,0.01033,0.25566,0.20386,0.0518,0.02472,0.00016,0.00021
5.5,3,0.01023,0.256,0.20413,0.05187,0.0248,0.00016,0.00021
5.505,2.975,0.01015,0.25635,0.2044,0.05195,0.02488,0.00016,0.00021
5.51,2.95,0.01007,0.2567,0.20468,0.05202,0.02495,0.00016,0.00021
5.515,2.925,0.00998,0.25705,0.20496,0.05209,0.02503,0.00016,0.00022
5.52,2.9,0.0099,0.2574,0.20523,0.05217,0.02511,0.00016,0.00022
5.525,2.875,0.00981,0.25775,0.20551,0.05224,0.02519,0.00016,0.00022
5.53,2.85,0.00973,0.2581,0.20579,0.05231,0.02527,0.00016,0.00022
5.535,2.825,0.00965,0.25845,0.20607,0.05238,0.02535,0.00016,0.00023
5.54,2.8,0.00956,0.2588,0.20635,0.05245,0.02543,0.00016,0.00023
5.545,2.775,0.00948,0.25915,0.20663,0.05252,0.0255,0.00016,0.00023
5.55,2.75,0.00939,0.2595,0.20691,0.05259,0.02558,0.00016,0.00023
5.555,2.725,0.00931,0.25985,0.20719,0.05266,0.02566,0.00016,0.00024
5.56,2.7,0.00922,0.2602,0.20747,0.05273,0.02574,0.00016,0.00024
5.565,2.675,0.00914,0.26055,0.20775,0.0528,0.02582,0.00016,0.00024
5.57,2.65,0.00906,0.2609,0.20803,0.05287,0.0259,0.00016,0.00024
5.575,2.625,0.00897,0.26125,0.20831,0.05294,0.02598,0.00016,0.00025
5.58,2.6,0.00889,0.2616,0.20859,0.05301,0.02606,0.00016,0.00025
5.585,2.575,0.0088,0.26195,0.20887,0.05308,0.02614,0.00016,0.00025
5.59,2.55,0.00872,0.2623,0.20915,0.05315,0.02621,0.00016,0.00025
5.595,2.525,0.00863,0.26265,0.20943,0.05322,0.02629,0.00016,0.00026
5.6,2.5,0.00855,0.263,0.20971,0.05329,0.02637,0.00016,0.00026
5.605,2.475,0.00847,0.26335,0.20999,0.05336,0.02645,0.00016,0.00026
5.61,2.45,0.00838,0.2637,0.21027,0.05343,0.02653,0.00016,0.00027
5.615,2.425,0.0083,0.26405,0.21055,0.0535,0.02661,0.00016,0.00027
5.62,2.4,0.00821,0.2644,0.21083,0.05357,0.02669,0.00016,0.00027
5.625,2.375,0.00813,0.26475,0.21111,0.05364,0.02677,0.00016,0.00027
5.63,2.35,0.00804,0.2651,0.21139,0.05371,0.02685,0.00016,0.00028
5.635,2.325,0.00796,0.26545,0.21167,0.05378,0.02693,0.00017,0.00028
5.64,2.3,0.00787,0.2658,0.21195,0.05385,0.02701,0.00017,0.00028
5.645,2.275,0.00779,0.26615,0.21223,0.05392,0.02709,0.00017,0.00029
5.65,2.25,0.0077,0.2665,0.21251,0.05399,0.02717,0.00017,0.00029
5.655,2.225,0.00762,0.26685,0.21279,0.05406,0.02725,0.00017,0.00029
5.66,2.2,0.00753,0.2672,0.21307,0.05413,0.02732,0.00017,3e-04
5.665,2.175,0.00745,0.26755,0.21335,0.0542,0.0274,0.00017,3e-04
5.67,2.15,0.00736,0.2679,0.21363,0.05427,0.02748,0.00017,3e-04
5.675,2.125,0.00728,0.26825,0.21391,0.05434,0.02756,0.00017,0.00031
5.68,2.1,0.00719,0.2686,0.21419,0.05441,0.02764,0.00017,0.00031
5.685,2.075,0.00711,0.26895,0.21447,0.05448,0.02772,0.00017,0.00031
5.69,2.05,0.00702,0.2693,0.21475,0.05455,0.0278,0.00017,0.00032
5.695,2.025,0.00694,0.26965,0.21503,0.05462,0.02788,0.00017,0.00032
5.7,2,0.00685,0.27,0.21531,0.05469,0.02796,0.00017,0.00032
5.705,1.975,0.00677,0.27035,0.21559,0.05476,0.02804,0.00017,0.00033
5.71,1.95,0.00668,0.2707,0.21587,0.05483,0.02812,0.00017,0.00033
5.715,1.925,0.0066,0.27105,0.21615,0.0549,0.0282,0.00017,0.00033
5.72,1.9,0.00651,0.2714,0.21643,0.05497,0.02828,0.00017,0.00034
5.725,1.875,0.00643,0.27175,0.21671,0.05504,0.02836,0.00017,0.00034
5.73,1.85,0.00634,0.2721,0.21699,0.05511,0.02844,0.00017,0.00034
5.735,1.825,0.00626,0.27245,0.21727,0.05518,0.02852,0.00017,0.00035
5.74,1.8,0.00617,0.2728,0.21755,0.05525,0.0286,0.00017,0.00035
5.745,1.775,0.00609,0.27315,0.21783,0.05532,0.02868,0.00017,0.00035
5.75,1.75,0.006,0.2735,0.21811,0.05539,0.02876,0.00017,0.00036
5.755,1.725,0.00592,0.27385,0.21839,0.05546,0.02884,0.00017,0.00036
5.76,1.7,0.00583,0.2742,0.21867,0.05553,0.02892,0.00017,0.00037
5.765,1.675,0.00575,0.27455,0.21895,0.0556,0.029,0.00017,0.00037
5.77,1.65,0.00566,0.2749,0.21923,0.05567,0.02908,0.00017,0.00037
5.775,1.625,0.00558,0.27525,0.21951,0.05574,0.02916,0.00017,0.00038
5.78,1.6,0.00549,0.2756,0.21979,0.05581,0.02924,0.00017,0.00038
5.785,1.575,0.00541,0.27595,0.22007,0.05588,0.02932,0.00017,0.00039
5.79,1.55,0.00532,0.2763,0.22035,0.05595,0.0294,0.00017,0.00039
5.795,1.525,0.00523,0.27665,0.22063,0.05602,0.02948,0.00017,0.00039
5.8,1.5,0.00515,0.277,0.22091,0.05609,0.02956,0.00017,4e-04
5.805,1.475,0.00506,0.27735,0.22119,0.05616,0.02964,0.00017,4e-04
5.81,1.45,0.00498,0.2777,0.22147,0.05623,0.02972,0.00018,0.00041
5.815,1.425,0.00489,0.27805,0.22175,0.0563,0.0298,0.00018,0.00041
5.82,1.4,0.00481,0.2784,0.22203,0.05637,0.02989,0.00018,0.00041
5.825,1.375,0.00472,0.27875,0.22231,0.05644,0.02997,0.00018,0.00042
5.83,1.35,0.00464,0.2791,0.22259,0.05651,0.03005,0.00018,0.00042
5.835,1.325,0.00455,0.27945,0.22287,0.05658,0.03013,0.00018,0.00043
5.84,1.3,0.00446,0.2798,0.22315,0.05665,0.03021,0.00018,0.00043
5.845,1.275,0.00438,0.28015,0.22343,0.05672,0.03029,0.00018,0.00044
5.85,1.25,0.00429,0.2805,0.22371,0.05679,0.03037,0.00018,0.00044
5.855,1.225,0.00421,0.28085,0.22399,0.05686,0.03045,0.00018,0.00044
5.86,1.2,0.00412,0.2812,0.22427,0.05693,0.03053,0.00018,0.00045
5.865,1.175,0.00404,0.28155,0.22455,0.057,0.03061,0.00018,0.00045
5.87,1.15,0.00395,0.2819,0.22483,0.05707,0.03069,0.00018,0.00046
5.875,1.125,0.00387,0.28225,0.22511,0.05714,0.03077,0.00018,0.00046
5.88,1.1,0.00378,0.2826,0.22539,0.05721,0.03085,0.00018,0.00047
5.885,1.075,0.00369,0.28295,0.22567,0.05728,0.03093,0.00018,0.00047
5.89,1.05,0.00361,0.2833,0.22595,0.05735,0.03101,0.00018,0.00048
5.895,1.025,0.00352,0.28365,0.22623,0.05742,0.03109,0.00018,0.00048
5.9,1,0.00344,0.284,0.22651,0.05749,0.03117,0.00018,0.00049
5.905,0.975,0.00335,0.28435,0.22679,0.05756,0.03125,0.00018,0.00049
5.91,0.95,0.00326,0.2847,0.22707,0.05763,0.03134,0.00018,5e-04
5.915,0.925,0.00318,0.28505,0.22735,0.0577,0.03142,0.00018,5e-04
5.92,0.9,0.00309,0.2854,0.22763,0.05777,0.0315,0.00018,0.00051
5.925,0.875,0.00301,0.28575,0.22791,0.05784,0.03158,0.00018,0.00051
5.93,0.85,0.00292,0.2861,0.22819,0.05791,0.03166,0.00018,0.00051
5.935,0.825,0.00284,0.28645,0.22847,0.05798,0.03174,0.00018,0.00052
5.94,0.8,0.00275,0.2868,0.22875,0.05805,0.03182,0.00018,0.00053
5.945,0.775,0.00266,0.28715,0.22903,0.05812,0.0319,0.00018,0.00053
5.95,0.75,0.00258,0.2875,0.22931,0.05819,0.03198,0.00018,0.00054
5.955,0.725,0.00249,0.28785,0.22959,0.05826,0.03206,0.00018,0.00054
5.96,0.7,0.00241,0.2882,0.22987,0.05833,0.03214,0.00018,0.00055
5.965,0.675,0.00232,0.28855,0.23015,0.0584,0.03222,0.00018,0.00055
5.97,0.65,0.00223,0.2889,0.23043,0.05847,0.0323,0.00018,0.00056
5.975,0.625,0.00215,0.28925,0.23071,0.05854,0.03239,0.00018,0.00056
5.98,0.6,0.00206,0.2896,0.23099,0.05861,0.03247,0.00018,0.00057
5.985,0.575,0.00198,0.28995,0.23127,0.05868,0.03255,0.00018,0.00057
5.99,0.55,0.00189,0.2903,0.23155,0.05875,0.03263,0.00018,0.00058
5.995,0.525,0.00181,0.29065,0.23183,0.05882,0.03271,0.00019,0.00058
6,0.5,0.00172,0.291,0.23211,0.05889,0.03279,0.00019,0.00059
6.005,0.495,0.0017,0.29138,0.2324,0.05898,0.03287,0.00019,0.00059
6.01,0.49,0.00169,0.29176,0.23269,0.05907,0.03295,0.00019,6e-04
6.015,0.485,0.00167,0.29214,0.23298,0.05916,0.03303,0.00019,0.00061
6.02,0.48,0.00165,0.29252,0.23328,0.05924,0.03311,0.00019,0.00061
6.025,0.475,0.00163,0.2929,0.23358,0.05932,0.03319,0.00019,0.00062
6.03,0.47,0.00162,0.29328,0.23388,0.0594,0.03327,0.00019,0.00062
6.035,0.465,0.0016,0.29366,0.23418,0.05948,0.03336,0.00019,0.00063
6.04,0.46,0.00158,0.29404,0.23449,0.05955,0.03344,0.00019,0.00064
6.045,0.455,0.00156,0.29442,0.23479,0.05963,0.03352,0.00019,0.00064
6.05,0.45,0.00155,0.2948,0.23509,0.05971,0.0336,0.00019,0.00065
6.055,0.445,0.00153,0.29518,0.2354,0.05978,0.03368,0.00019,0.00065
6.06,0.44,0.00151,0.29556,0.2357,0.05986,0.03376,0.00019,0.00066
6.065,0.435,0.0015,0.29594,0.236,0.05994,0.03384,0.00019,0.00067
6.07,0.43,0.00148,0.29632,0.23631,0.06001,0.03392,0.00019,0.00067
6.075,0.425,0.00146,0.2967,0.23661,0.06009,0.034,0.00019,0.00068
6.08,0.42,0.00144,0.29708,0.23691,0.06017,0.03408,0.00019,0.00068
6.085,0.415,0.00143,0.29746,0.23722,0.06024,0.03417,0.00019,0.00069
6.09,0.41,0.00141,0.29784,0.23752,0.06032,0.03425,0.00019,7e-04
6.095,0.405,0.00139,0.29822,0.23783,0.06039,0.03433,0.00019,7e-04
6.1,0.4,0.00138,0.2986,0.23813,0.06047,0.03441,0.00019,0.00071
6.105,0.395,0.00136,0.29898,0.23843,0.06055,0.03449,0.00019,0.00072
6.11,0.39,0.00134,0.29936,0.23874,0.06062,0.03457,0.00019,0.00072
6.115,0.385,0.00132,0.29974,0.23904,0.0607,0.03465,0.00019,0.00073
6.12,0.38,0.00131,0.30012,0.23935,0.06077,0.03473,0.00019,0.00074
6.125,0.375,0.00129,0.3005,0.23965,0.06085,0.03481,0.00019,0.00074
6.13,0.37,0.00127,0.30088,0.23995,0.06093,0.03489,0.00019,0.00075
6.135,0.365,0.00126,0.30126,0.24026,0.061,0.03498,0.00019,0.00076
6.14,0.36,0.00124,0.30164,0.24056,0.06108,0.03506,0.00019,0.00076
6.145,0.355,0.00122,0.30202,0.24087,0.06115,0.03514,0.00019,0.00077
6.15,0.35,0.0012,0.3024,0.24117,0.06123,0.03522,0.00019,0.00078
6.155,0.345,0.00119,0.30278,0.24147,0.06131,0.0353,0.00019,0.00078
6.16,0.34,0.00117,0.30316,0.24178,0.06138,0.03538,0.00019,0.00079
6.165,0.335,0.00115,0.30354,0.24208,0.06146,0.03546,0.00019,8e-04
6.17,0.33,0.00114,0.30392,0.24239,0.06153,0.03554,0.00019,0.00081
6.175,0.325,0.00112,0.3043,0.24269,0.06161,0.03562,0.00019,0.00081
6.18,0.32,0.0011,0.30468,0.24299,0.06169,0.03571,0.00019,0.00082
6.185,0.315,0.00108,0.30506,0.2433,0.06176,0.03579,0.00019,0.00083
6.19,0.31,0.00107,0.30544,0.2436,0.06184,0.03587,0.00019,0.00084
6.195,0.305,0.00105,0.30582,0.24391,0.06191,0.03595,2e-04,0.00084
6.2,0.3,0.00103,0.3062,0.24421,0.06199,0.03603,2e-04,0.00085
6.205,0.295,0.00102,0.30658,0.24451,0.06207,0.03611,2e-04,0.00086
6.21,0.29,0.001,0.30696,0.24482,0.06214,0.03619,2e-04,0.00087
6.215,0.285,0.00098,0.30734,0.24512,0.06222,0.03627,2e-04,0.00087
6.22,0.28,0.00096,0.30772,0.24543,0.06229,0.03635,2e-04,0.00088
6.225,0.275,0.00095,0.3081,0.24573,0.06237,0.03644,2e-04,0.00089
6.23,0.27,0.00093,0.30848,0.24603,0.06245,0.03652,2e-04,9e-04
6.235,0.265,0.00091,0.30886,0.24634,0.06252,0.0366,2e-04,9e-04
6.24,0.26,0.00089,0.30924,0.24664,0.0626,0.03668,2e-04,0.00091
6.245,0.255,0.00088,0.30962,0.24695,0.06267,0.03676,2e-04,0.00092
6.25,0.25,0.00086,0.31,0.24725,0.06275,0.03684,2e-04,0.00093
6.255,0.245,0.00084,0.31038,0.24755,0.06283,0.03692,2e-04,0.00094
6.26,0.24,0.00083,0.31076,0.24786,0.0629,0.037,2e-04,0.00094
6.265,0.235,0.00081,0.31114,0.24816,0.06298,0.03708,2e-04,0.00095
6.27,0.23,0.00079,0.31152,0.24847,0.06305,0.03717,2e-04,0.00096
6.275,0.225,0.00077,0.3119,0.24877,0.06313,0.03725,2e-04,0.00097
6.28,0.22,0.00076,0.31228,0.24907,0.06321,0.03733,2e-04,0.00098
6.285,0.215,0.00074,0.31266,0.24938,0.06328,0.03741,2e-04,0.00099
6.29,0.21,0.00072,0.31304,0.24968,0.06336,0.03749,2e-04,0.001
6.295,0.205,0.00071,0.31342,0.24999,0.06343,0.03757,2e-04,0.001
6.3,0.2,0.00069,0.3138,0.25029,0.06351,0.03765,2e-04,0.00101
6.305,0.195,0.00067,0.31418,0.25059,0.06359,0.03773,2e-04,0.00102
6.31,0.19,0.00065,0.31456,0.2509,0.06366,0.03781,2e-04,0.00103
6.315,0.185,0.00064,0.31494,0.2512,0.06374,0.0379,2e-04,0.00104
6.32,0.18,0.00062,0.31532,0.25151,0.06381,0.03798,2e-04,0.00105
6.325,0.175,6e-04,0.3157,0.25181,0.06389,0.03806,2e-04,0.00106
6.33,0.17,0.00059,0.31608,0.25211,0.06397,0.03814,2e-04,0.00107
6.335,0.165,0.00057,0.31646,0.25242,0.06404,0.03822,2e-04,0.00107
6.34,0.16,0.00055,0.31684,0.25272,0.06412,0.0383,2e-04,0.00108
6.345,0.155,0.00053,0.31722,0.25303,0.06419,0.03838,2e-04,0.00109
6.35,0.15,0.00052,0.3176,0.25333,0.06427,0.03846,2e-04,0.0011
6.355,0.145,5e-04,0.31798,0.25363,0.06435,0.03855,2e-04,0.00111
6.36,0.14,0.00048,0.31836,0.25394,0.06442,0.03863,2e-04,0.00112
6.365,0.135,0.00046,0.31874,0.25424,0.0645,0.03871,2e-04,0.00113
6.37,0.13,0.00045,0.31912,0.25455,0.06457,0.03879,2e-04,0.00114
6.375,0.125,0.00043,0.3195,0.25485,0.06465,0.03887,2e-04,0.00115
6.38,0.12,0.00041,0.31988,0.25515,0.06473,0.03895,2e-04,0.00116
6.385,0.115,4e-04,0.32026,0.25546,0.0648,0.03903,2e-04,0.00117
6.39,0.11,0.00038,0.32064,0.25576,0.06488,0.03911,2e-04,0.00118
6.395,0.105,0.00036,0.32102,0.25607,0.06495,0.0392,2e-04,0.00119
6.4,0.1,0.00034,0.3214,0.25637,0.06503,0.03928,2e-04,0.0012
6.405,0.095,0.00033,0.32178,0.25667,0.06511,0.03936,2e-04,0.00121
6.41,0.09,0.00031,0.32216,0.25698,0.06518,0.03944,0.00021,0.00122
6.415,0.085,0.00029,0.32254,0.25728,0.06526,0.03952,0.00021,0.00123
6.42,0.08,0.00028,0.32292,0.25759,0.06533,0.0396,0.00021,0.00124
6.425,0.075,0.00026,0.3233,0.25789,0.06541,0.03968,0.00021,0.00125
6.43,0.07,0.00024,0.32368,0.25819,0.06549,0.03976,0.00021,0.00126
6.435,0.065,0.00022,0.32406,0.2585,0.06556,0.03985,0.00021,0.00127
6.44,0.06,0.00021,0.32444,0.2588,0.06564,0.03993,0.00021,0.00128
6.445,0.055,0.00019,0.32482,0.25911,0.06571,0.04001,0.00021,0.00129
6.45,0.05,0.00017,0.3252,0.25941,0.06579,0.04009,0.00021,0.0013
6.455,0.045,0.00015,0.32558,0.25971,0.06587,0.04017,0.00021,0.00131
6.46,0.04,0.00014,0.32596,0.26002,0.06594,0.04025,0.00021,0.00132
6.465,0.035,0.00012,0.32634,0.26032,0.06602,0.04033,0.00021,0.00133
6.47,0.03,1e-04,0.32672,0.26063,0.06609,0.04041,0.00021,0.00134
6.475,0.025,9e-05,0.3271,0.26093,0.06617,0.0405,0.00021,0.00136
6.48,0.02,7e-05,0.32748,0.26123,0.06625,0.04058,0.00021,0.00137
6.485,0.015,5e-05,0.32786,0.26154,0.06632,0.04066,0.00021,0.00138
6.49,0.01,3e-05,0.32824,0.26184,0.0664,0.04074,0.00021,0.00139
6.495,0.005,2e-05,0.32862,0.26215,0.06647,0.04082,0.00021,0.0014
6.5,0,0,0.329,0.26245,0.06655,0.0409,0.00021,0.00141
6.505,0,0,0.32938,0.26275,0.06663,0.04098,0.00021,0.00142
6.51,0,0,0.32976,0.26306,0.0667,0.04106,0.00021,0.00143
6.515,0,0,0.33014,0.26336,0.06678,0.04115,0.00021,0.00145
6.52,0,0,0.33052,0.26367,0.06685,0.04123,0.00021,0.00146
6.525,0,0,0.3309,0.26397,0.06693,0.04131,0.00021,0.00147
6.53,0,0,0.33128,0.26427,0.06701,0.04139,0.00021,0.00148
6.535,0,0,0.33166,0.26458,0.06708,0.04147,0.00021,0.00149
6.54,0,0,0.33204,0.26488,0.06716,0.04155,0.00021,0.0015
6.545,0,0,0.33242,0.26519,0.06723,0.04163,0.00021,0.00152
6.55,0,0,0.3328,0.26549,0.06731,0.04171,0.00021,0.00153
6.555,0,0,0.33318,0.26579,0.06739,0.04179,0.00021,0.00154
6.56,0,0,0.33356,0.2661,0.06746,0.04188,0.00021,0.00155
6.565,0,0,0.33394,0.2664,0.06754,0.04196,0.00021,0.00157
6.57,0,0,0.33432,0.26671,0.06761,0.04204,0.00021,0.00158
6.575,0,0,0.3347,0.26701,0.06769,0.04212,0.00021,0.00159
6.58,0,0,0.33508,0.26731,0.06777,0.0422,0.00021,0.0016
6.585,0,0,0.33546,0.26762,0.06784,0.04228,0.00021,0.00162
6.59,0,0,0.33584,0.26792,0.06792,0.04236,0.00021,0.00163
6.595,0,0,0.33622,0.26823,0.06799,0.04244,0.00021,0.00164
6.6,0,0,0.3366,0.26853,0.06807,0.04253,0.00021,0.00165
6.605,0,0,0.33698,0.26883,0.06815,0.04261,0.00021,0.00167
6.61,0,0,0.33736,0.26914,0.06822,0.04269,0.00021,0.00168
6.615,0,0,0.33774,0.26944,0.0683,0.04277,0.00021,0.00169
6.62,0,0,0.33812,0.26975,0.06837,0.04285,0.00021,0.00171
6.625,0,0,0.3385,0.27005,0.06845,0.04293,0.00021,0.00172
6.63,0,0,0.33888,0.27035,0.06853,0.04301,0.00021,0.00173
6.635,0,0,0.33926,0.27066,0.0686,0.04309,0.00022,0.00175
6.64,0,0,0.33964,0.27096,0.06868,0.04318,0.00022,0.00176
6.645,0,0,0.34002,0.27127,0.06875,0.04326,0.00022,0.00177
6.65,0,0,0.3404,0.27157,0.06883,0.04334,0.00022,0.00179
6.655,0,0,0.34078,0.27187,0.06891,0.04342,0.00022,0.0018
6.66,0,0,0.34116,0.27218,0.06898,0.0435,0.00022,0.00181
6.665,0,0,0.34154,0.27248,0.06906,0.04358,0.00022,0.00183
6.67,0,0,0.34192,0.27279,0.06913,0.04366,0.00022,0.00184
6.675,0,0,0.3423,0.27309,0.06921,0.04374,0.00022,0.00186
6.68,0,0,0.34268,0.27339,0.06929,0.04383,0.00022,0.00187
6.685,0,0,0.34306,0.2737,0.06936,0.04391,0.00022,0.00189
6.69,0,0,0.34344,0.274,0.06944,0.04399,0.00022,0.0019
6.695,0,0,0.34382,0.27431,0.06951,0.04407,0.00022,0.00191
6.7,0,0,0.3442,0.27461,0.06959,0.04415,0.00022,0.00193
6.705,0,0,0.34458,0.27491,0.06967,0.04423,0.00022,0.00194
6.71,0,0,0.34496,0.27522,0.06974,0.04431,0.00022,0.00196
6.715,0,0,0.34534,0.27552,0.06982,0.04439,0.00022,0.00197
6.72,0,0,0.34572,0.27583,0.06989,0.04448,0.00022,0.00199
6.725,0,0,0.3461,0.27613,0.06997,0.04456,0.00022,0.002
6.73,0,0,0.34648,0.27643,0.07005,0.04464,0.00022,0.00202
6.735,0,0,0.34686,0.27674,0.07012,0.04472,0.00022,0.00203
6.74,0,0,0.34724,0.27704,0.0702,0.0448,0.00022,0.00205
6.745,0,0,0.34762,0.27735,0.07027,0.04488,0.00022,0.00206
6.75,0,0,0.348,0.27765,0.07035,0.04496,0.00022,0.00208
6.755,0,0,0.34838,0.27795,0.07043,0.04504,0.00022,0.0021
6.76,0,0,0.34876,0.27826,0.0705,0.04513,0.00022,0.00211
6.765,0,0,0.34914,0.27856,0.07058,0.04521,0.00022,0.00213
6.77,0,0,0.34952,0.27887,0.07065,0.04529,0.00022,0.00214
6.775,0,0,0.3499,0.27917,0.07073,0.04537,0.00022,0.00216
6.78,0,0,0.35028,0.27947,0.07081,0.04545,0.00022,0.00217
6.785,0,0,0.35066,0.27978,0.07088,0.04553,0.00022,0.00219
6.79,0,0,0.35104,0.28008,0.07096,0.04561,0.00022,0.00221
6.795,0,0,0.35142,0.28039,0.07103,0.04569,0.00022,0.00222
6.8,0,0,0.3518,0.28069,0.07111,0.04578,0.00022,0.00224
6.805,0,0,0.35218,0.28099,0.07119,0.04586,0.00022,0.00226
6.81,0,0,0.35256,0.2813,0.07126,0.04594,0.00022,0.00227
6.815,0,0,0.35294,0.2816,0.07134,0.04602,0.00022,0.00229
6.82,0,0,0.35332,0.28191,0.07141,0.0461,0.00022,0.00231
6.825,0,0,0.3537,0.28221,0.07149,0.04618,0.00022,0.00232
6.83,0,0,0.35408,0.28251,0.07157,0.04626,0.00022,0.00234
6.835,0,0,0.35446,0.28282,0.07164,0.04634,0.00022,0.00236
6.84,0,0,0.35484,0.28312,0.07172,0.04643,0.00022,0.00237
6.845,0,0,0.35522,0.28343,0.07179,0.04651,0.00022,0.00239
6.85,0,0,0.3556,0.28373,0.07187,0.04659,0.00022,0.00241
6.855,0,0,0.35598,0.28403,0.07195,0.04667,0.00022,0.00243
6.86,0,0,0.35636,0.28434,0.07202,0.04675,0.00022,0.00244
6.865,0,0,0.35674,0.28464,0.0721,0.04683,0.00022,0.00246
6.87,0,0,0.35712,0.28495,0.07217,0.04691,0.00022,0.00248
6.875,0,0,0.3575,0.28525,0.07225,0.04699,0.00023,0.0025
6.88,0,0,0.35788,0.28555,0.07233,0.04708,0.00023,0.00252
6.885,0,0,0.35826,0.28586,0.0724,0.04716,0.00023,0.00253
6.89,0,0,0.35864,0.28616,0.07248,0.04724,0.00023,0.00255
6.895,0,0,0.35902,0.28647,0.07255,0.04732,0.00023,0.00257
6.9,0,0,0.3594,0.28677,0.07263,0.0474,0.00023,0.00259
6.905,0,0,0.35978,0.28707,0.07271,0.04748,0.00023,0.00261
6.91,0,0,0.36016,0.28738,0.07278,0.04756,0.00023,0.00263
6.915,0,0,0.36054,0.28768,0.07286,0.04764,0.00023,0.00264
6.92,0,0,0.36092,0.28799,0.07293,0.04773,0.00023,0.00266
6.925,0,0,0.3613,0.28829,0.07301,0.04781,0.00023,0.00268
6.93,0,0,0.36168,0.28859,0.07309,0.04789,0.00023,0.0027
6.935,0,0,0.36206,0.2889,0.07316,0.04797,0.00023,0.00272
6.94,0,0,0.36244,0.2892,0.07324,0.04805,0.00023,0.00274
